abs_path,rel_path,parent_folder,filename,ext,size_bytes,size_mb,mime_guess,is_dicom_candidate,is_video_candidate,is_image_candidate
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000014.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000014.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000014.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000015.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000015.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000015.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000016.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000016.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000016.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000017.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000017.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000017.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000018.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000018.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000018.dcm,.dcm,236913600,225.938,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000019.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000019.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000019.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000020.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000020.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000020.dcm,.dcm,143515992,136.868,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000021.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000021.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000021.dcm,.dcm,216411686,206.386,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000022.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000022.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000022.dcm,.dcm,179963846,171.627,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000023.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000023.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000023.dcm,.dcm,2075688,1.98,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000024.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000024.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000024.dcm,.dcm,209577716,199.869,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000025.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000025.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000025.dcm,.dcm,2075686,1.98,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000026.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000026.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000026.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000027.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000027.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000027.dcm,.dcm,172117184,164.144,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000028.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000028.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000028.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000029.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000029.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000029.dcm,.dcm,731237430,697.362,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000030.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000030.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000030.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000031.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000031.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000031.dcm,.dcm,127570076,121.66,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000032.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000032.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000032.dcm,.dcm,2075688,1.98,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000033.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000033.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000033.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000034.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000034.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000034.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000035.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000035.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000035.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000036.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000036.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000036.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000037.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000037.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000037.dcm,.dcm,2075688,1.98,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000038.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000038.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000038.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000039.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000039.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000039.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000040.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000040.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000040.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000041.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000041.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000041.dcm,.dcm,2075688,1.98,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000042.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000042.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000042.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000043.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/00000043.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,00000043.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/LICENSE,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248/LICENSE,1.3.6.1.4.1.14519.5.2.1.1188.2803.249116980803463531667895937248,LICENSE,,2801,0.003,,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000001.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000001.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000001.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000002.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000002.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000002.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000003.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000003.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000003.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000004.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000004.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000004.dcm,.dcm,2075688,1.98,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000005.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000005.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000005.dcm,.dcm,2075688,1.98,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000006.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000006.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000006.dcm,.dcm,2075688,1.98,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000007.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000007.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000007.dcm,.dcm,2766888,2.639,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000008.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000008.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000008.dcm,.dcm,239191590,228.111,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000009.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/00000009.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,00000009.dcm,.dcm,371315010,354.114,application/dicom,True,False,False
/kaggle/working/liver_digital_twin/data/raw_tcia_download/1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/LICENSE,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710/LICENSE,1.3.6.1.4.1.14519.5.2.1.1188.2803.738581576903765604292010199710,LICENSE,,2801,0.003,,True,False,False
