path,source_SeriesInstanceUID,PatientID,SOPInstanceUID,NumberOfFrames,temporal_type,decode_ok,decode_error,pixel_array_shape,pixel_dtype,representative_frame_index,frame_height,frame_width,aspect_ratio,pixel_min,pixel_max,pixel_mean,pixel_std,p01,p99,robust_dynamic_range,zero_fraction,wide_layout_candidate,preview_path
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858/00000001.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858,LiverUS-102,1.3.6.1.4.1.14519.5.2.1.1188.2803.129149366012950409808388745690,36,multi_frame_cine,True,,"(36, 649, 1170, 3)",uint8,18,649,1170,1.8028,0.0,255.0,45.50654220581055,61.68195724487305,0.0,208.0,208.0,0.3286239184544269,True,qc/week2_preview_frames/LiverUS-102__1.3.6.1.4.1.14519.5.2.1.1188.2803.129149366012950409808388745690__f0018.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858/00000002.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858,LiverUS-102,1.3.6.1.4.1.14519.5.2.1.1188.2803.221011446098410045577695588128,85,multi_frame_cine,True,,"(85, 649, 1170, 3)",uint8,42,649,1170,1.8028,0.0,255.0,27.406295776367188,46.576622009277344,0.0,180.00001525878906,180.00001525878906,0.5040680600002634,True,qc/week2_preview_frames/LiverUS-102__1.3.6.1.4.1.14519.5.2.1.1188.2803.221011446098410045577695588128__f0042.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858/00000003.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858,LiverUS-102,1.3.6.1.4.1.14519.5.2.1.1188.2803.641967796332068951249998193018,86,multi_frame_cine,True,,"(86, 649, 1170, 3)",uint8,43,649,1170,1.8028,0.0,255.0,40.42411422729492,56.86492919921875,0.0,197.0,197.0,0.3985105290190036,True,qc/week2_preview_frames/LiverUS-102__1.3.6.1.4.1.14519.5.2.1.1188.2803.641967796332068951249998193018__f0043.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858/00000004.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858,LiverUS-102,1.3.6.1.4.1.14519.5.2.1.1188.2803.166449804412544821566769264025,54,multi_frame_cine,True,,"(54, 649, 1170, 3)",uint8,27,649,1170,1.8028,0.0,255.0,37.993629455566406,54.51944351196289,0.0,191.0,191.0,0.3659502456112625,True,qc/week2_preview_frames/LiverUS-102__1.3.6.1.4.1.14519.5.2.1.1188.2803.166449804412544821566769264025__f0027.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858/00000005.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858,LiverUS-102,1.3.6.1.4.1.14519.5.2.1.1188.2803.466338216990689470528496796610,63,multi_frame_cine,True,,"(63, 649, 1170, 3)",uint8,31,649,1170,1.8028,0.0,255.0,41.6699447631836,58.643333435058594,0.0,200.0,200.0,0.343515994363452,True,qc/week2_preview_frames/LiverUS-102__1.3.6.1.4.1.14519.5.2.1.1188.2803.466338216990689470528496796610__f0031.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858/00000006.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858,LiverUS-102,1.3.6.1.4.1.14519.5.2.1.1188.2803.191571686557443564232282576563,69,multi_frame_cine,True,,"(69, 649, 1170, 3)",uint8,34,649,1170,1.8028,0.0,255.0,40.73777389526367,59.55159759521485,0.0,210.0,210.0,0.4587188705832773,True,qc/week2_preview_frames/LiverUS-102__1.3.6.1.4.1.14519.5.2.1.1188.2803.191571686557443564232282576563__f0034.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858/00000007.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.114218609794331391148301121858,LiverUS-102,1.3.6.1.4.1.14519.5.2.1.1188.2803.312930024744290664863996784891,74,multi_frame_cine,True,,"(74, 649, 1170, 3)",uint8,37,649,1170,1.8028,0.0,255.0,42.70186233520508,58.30316925048828,0.0,204.0,204.0,0.3978164961215809,True,qc/week2_preview_frames/LiverUS-102__1.3.6.1.4.1.14519.5.2.1.1188.2803.312930024744290664863996784891__f0037.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.127201590790554274361285212356/00000001.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.127201590790554274361285212356,LiverUS-84,1.3.6.1.4.1.14519.5.2.1.1188.2803.262986911345361907863425309050,1,single_frame,True,,"(720, 960, 3)",uint8,0,720,960,1.3333,0.0,255.0,34.54894256591797,53.90799331665039,0.0,201.0,201.0,0.5427314814814815,False,qc/week2_preview_frames/LiverUS-84__1.3.6.1.4.1.14519.5.2.1.1188.2803.262986911345361907863425309050__f0000.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.127201590790554274361285212356/00000002.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.127201590790554274361285212356,LiverUS-84,1.3.6.1.4.1.14519.5.2.1.1188.2803.140768450538946945043160445069,1,single_frame,True,,"(720, 1280, 3)",uint8,0,720,1280,1.7778,0.0,255.0,20.9163875579834,31.438405990600582,0.0,136.0,136.0,0.4060970052083333,True,qc/week2_preview_frames/LiverUS-84__1.3.6.1.4.1.14519.5.2.1.1188.2803.140768450538946945043160445069__f0000.png
raw/week2_batch/extracted/1.3.6.1.4.1.14519.5.2.1.1188.2803.127201590790554274361285212356/00000003.dcm,1.3.6.1.4.1.14519.5.2.1.1188.2803.127201590790554274361285212356,LiverUS-84,1.3.6.1.4.1.14519.5.2.1.1188.2803.278942302402163632406787769691,1,single_frame,True,,"(720, 1280, 3)",uint8,0,720,1280,1.7778,0.0,255.0,19.07812118530273,32.490806579589844,0.0,139.0,139.0,0.4370247395833333,True,qc/week2_preview_frames/LiverUS-84__1.3.6.1.4.1.14519.5.2.1.1188.2803.278942302402163632406787769691__f0000.png
